StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_8_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q16,Q26,Q30,Q23,Q25,Q29,Q17,Q27,Q28,Q42,Q18,Q19,Q39,Q5_1,Q5_2,Q5_3,Q6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q36_1,Q36_2,Q36_3,Q36_4,Q38,id
2019-10-19 14:42:21,2019-10-19 14:42:33,0,82.197.209.69,13,12,0,2019-10-26 14:42:33,R_1LOGMdnS3BRxOgT,,,,,,,anonymous,EN,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356347390
2019-10-19 14:59:11,2019-10-19 14:59:53,0,84.28.135.238,13,41,0,2019-10-26 15:00:49,R_1OqwqSUyl62Gr6w,,,,,,,anonymous,EN,1,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noIDyet
2019-10-19 15:24:26,2019-10-19 15:26:54,0,82.74.142.82,33,148,0,2019-10-26 15:27:14,R_6tKGtoIiMPc6L1T,,,,,,,anonymous,EN,2,36,3,,5,4,4,6,4,5,2,4,2,2,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645668836
2019-10-19 15:38:46,2019-10-19 15:38:51,0,84.28.255.149,3,4,0,2019-10-26 15:39:01,R_2TXitzFEjGyS8kt,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556387307
2019-10-18 21:53:22,2019-10-19 16:00:32,0,213.127.4.241,60,65230,0,2019-10-26 16:00:38,R_1ex8xn1ly2HDoYD,,,,,,,anonymous,EN,2,40,7,,6,4,1,7,4,3,1,6,1,1,99,99,99,7,99,7,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,1484761127
2019-10-19 16:12:33,2019-10-19 16:13:11,0,92.108.184.117,13,37,0,2019-10-26 16:13:13,R_1eDGsq1WNlqltWm,,,,,,,anonymous,EN,1,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484770650
2019-10-19 16:14:13,2019-10-19 16:14:36,0,31.151.146.142,13,22,0,2019-10-26 16:14:52,R_8limJZbqDFQAQ7v,,,,,,,anonymous,EN,2,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noIDyet
2019-10-19 20:26:37,2019-10-19 20:29:55,0,217.122.209.213,77,198,0,2019-10-26 20:30:17,R_27wefPaoC9bjn34,,,,,,,anonymous,EN,2,35,4,,7,2,2,7,7,1,1,7,7,1,99,99,99,99,99,99,99,99,99,99,99,99,1,,,,,,,,,,,,,,,,,,,,,,,1409015878
2019-10-19 20:48:42,2019-10-19 20:51:11,0,109.41.3.224,33,148,0,2019-10-26 20:51:13,R_x3Hei6bU72CwIbD,,,,,,,anonymous,EN,1,54,3,,4,4,3,4,3,5,3,3,3,5,,,,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440548078
2019-10-19 21:49:43,2019-10-19 21:50:47,0,84.87.200.197,13,64,0,2019-10-26 21:50:54,R_u1BEyOYd6khxYkh,,,,,,,anonymous,EN,1,57,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647699406
2019-10-20 06:44:09,2019-10-20 06:44:26,0,84.87.113.58,13,17,0,2019-10-27 05:45:08,R_1IgfsN7oqHOXPpm,,,,,,,anonymous,EN,1,55,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noIDyet
2019-10-20 08:06:30,2019-10-20 08:12:08,0,77.161.89.234,33,338,0,2019-10-27 07:13:03,R_2zbuIb58jPirwWI,,,,,,,anonymous,EN,2,28,8,,6,5,1,6,5,5,5,5,3,3,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584354140
2019-10-20 08:56:11,2019-10-20 08:56:52,0,85.144.28.68,13,40,0,2019-10-27 07:57:38,R_R539sIYUh76nMzv,,,,,,,anonymous,EN,2,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noIDyet
2019-10-20 12:55:29,2019-10-20 13:00:15,0,143.176.93.155,60,286,0,2019-10-27 12:00:29,R_NUQ38x8sgfWKpMd,,,,,,,anonymous,EN,2,40,4,,1,4,1,7,5,4,1,4,4,1,,,,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,1484713669
2019-10-20 14:28:53,2019-10-20 14:29:44,0,212.127.131.47,13,50,0,2019-10-27 13:29:49,R_5z5GpRZNkBnuBPj,,,,,,,anonymous,EN,1,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noIDyet
2019-10-20 19:25:51,2019-10-20 19:26:02,0,86.85.184.90,3,10,0,2019-10-27 18:26:07,R_32PbFdB3FyW4EVj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noIDyet
2019-10-20 21:38:28,2019-10-20 21:41:33,0,86.83.51.128,97,185,0,2019-10-27 20:41:36,R_262X5py2I0NoSfy,,,,,,,anonymous,EN,1,32,5,,4,5,6,7,6,5,4,5,6,7,99,99,99,99,99,99,99,99,99,2,99,99,6,5,6,7,5,5,6,7,8,7,4,5,4,5,4,5,4,5,4,5,4,5,,1411287081
2019-10-20 23:43:54,2019-10-20 23:45:41,0,109.41.1.43,20,107,0,2019-10-27 22:45:42,R_1CEkMzQdYEx2YrA,,,,,,,anonymous,EN,1,54,3,,3,5,3,6,4,6,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419720022
2019-10-21 00:03:09,2019-10-21 00:07:32,0,83.83.212.223,20,262,0,2019-10-27 23:07:32,R_9oVFBVBMaW9J7MZ,,,,,,,anonymous,EN,2,53,6,,1,2,3,1,4,4,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647282288
2019-10-21 01:35:51,2019-10-21 01:37:10,0,89.200.0.160,13,79,0,2019-10-28 00:37:18,R_3nSMAgc6EvCEnVE,,,,,,,anonymous,EN,2,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noIDyet
2019-10-21 10:01:28,2019-10-21 10:08:34,0,83.83.68.100,13,425,0,2019-10-28 09:08:59,R_2dvdyNyqw07wyqJ,,,,,,,anonymous,EN,2,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480471179
2019-10-21 12:04:08,2019-10-21 12:05:51,0,81.204.130.217,20,102,0,2019-10-28 11:05:51,R_XXIMhKLd9b4laKt,,,,,,,anonymous,EN,2,51,8,Kindercoach,1,1,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298268431
2019-10-21 12:21:48,2019-10-21 12:23:59,0,84.106.17.27,20,130,0,2019-10-28 11:24:18,R_1hEazGnUHA9pE56,,,,,,,anonymous,EN,1,41,6,,6,7,2,7,1,7,1,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484708398
2019-10-21 11:47:06,2019-10-21 13:15:38,0,217.101.70.14,3,5312,0,2019-10-28 12:15:40,R_1EYyDvuBO37ivSm,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637150490
2019-10-21 16:03:59,2019-10-21 16:04:33,0,159.100.119.150,13,33,0,2019-10-28 15:04:39,R_3lSmz7bDusxKooV,,,,,,,anonymous,EN,1,58,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648849360
2019-10-21 16:11:23,2019-10-21 16:11:33,0,62.41.23.0,3,10,0,2019-10-28 15:11:36,R_1LBzYT8cED5Pq2o,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438866023
2019-10-21 16:08:04,2019-10-21 16:12:49,0,217.103.120.201,97,284,0,2019-10-28 15:12:51,R_qIvZ5SIijjmvtK1,,,,,,,anonymous,EN,2,6,6,,5,5,6,6,5,5,6,6,5,5,99,99,99,99,99,99,99,99,1,2,7,3,2,4,4,4,5,3,3,2,5,4,4,4,4,4,4,5,5,5,5,5,4,4,,1525455523
2019-10-28 15:52:13,2019-10-28 15:56:24,0,213.127.58.107,100,250,1,2019-10-28 15:56:25,R_40fmGtT1hKahrIR,,,,,52.346405029296875,4.8975982666015625,anonymous,EN,1,17,6,,3,3,3,3,3,3,3,3,3,6,2,2,3,4,99,99,5,99,99,4,99,99,5,7,4,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1484746679
2019-10-28 15:48:04,2019-10-28 15:57:04,0,31.160.222.66,100,540,1,2019-10-28 15:57:05,R_11YLUnC3MCadHPR,,,,,52.355804443359375,4.6620025634765625,anonymous,EN,1,37,5,,4,3,4,5,3,1,2,3,2,3,6,5,3,7,2,7,4,6,3,2,7,3,7,6,6,5,6,8,6,5,5,4,7,7,7,6,7,6,7,5,6,7,6,7,2,1618306292
2019-10-28 15:58:45,2019-10-28 16:01:46,0,145.69.221.28,100,181,1,2019-10-28 16:01:46,R_1IlY60aAQbD36CE,,,,,52.0811004638671875,4.2942047119140625,anonymous,EN,1,21,6,,4,4,4,4,4,4,4,4,4,4,6,3,3,7,4,7,99,99,99,2,7,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1484733439
2019-10-28 16:31:23,2019-10-28 16:38:09,0,62.238.39.124,100,405,1,2019-10-28 16:38:09,R_3meHeXTJ0MIpOBd,,,,,51.2624969482421875,4.05029296875,anonymous,EN,1,46,5,,5,5,2,5,2,5,2,5,4,2,6,8,99,7,1,7,99,99,99,2,7,1,4,2,2,2,3,2,3,6,6,2,3,3,3,2,6,2,3,2,3,5,1,2,1,1356722949
2019-10-28 16:35:53,2019-10-28 16:38:59,0,85.150.174.41,100,185,1,2019-10-28 16:38:59,R_1AJLC1Uj3olUfdL,,,,,52.3256988525390625,5.6006011962890625,anonymous,EN,1,9,4,,7,5,4,6,4,3,1,5,3,6,99,99,1,3,9,8,3,2,3,4,5,6,2,5,4,5,4,7,7,5,4,7,5,4,7,6,1,4,3,5,7,6,3,2,1,1627206004
2019-10-28 16:41:16,2019-10-28 16:48:35,0,95.96.176.223,100,439,1,2019-10-28 16:48:35,R_2cwnsg7OUht9swm,,,,,51.8950042724609375,4.5110931396484375,anonymous,EN,2,33,7,,4,5,5,6,3,4,4,3,4,3,99,99,1,99,99,99,99,99,3,99,99,1,1,3,3,4,3,8,7,7,6,6,6,6,6,6,5,4,4,4,6,6,1,4,2,1515134578
2019-10-28 16:45:13,2019-10-28 16:48:34,0,62.163.160.181,100,201,1,2019-10-28 16:48:36,R_SOarOjlIpJtNvgt,,,,,52.3876953125,4.884002685546875,anonymous,EN,1,18,6,,4,7,2,7,3,7,3,1,4,1,99,99,99,99,99,99,99,99,99,2,3,1,2,4,4,4,2,3,1,1,4,5,3,4,4,4,5,4,2,2,4,4,4,4,2,1643150730
2019-10-28 17:00:49,2019-10-28 17:05:41,0,62.194.12.25,100,291,1,2019-10-28 17:05:41,R_3PRnQ8pIrAyt7I7,,,,,51.899505615234375,4.6847991943359375,anonymous,EN,2,8,5,,3,2,4,4,5,3,5,4,4,3,4,5,3,6,3,7,5,7,3,2,9,3,2,1,7,1,2,6,4,1,4,4,3,4,2,4,3,4,4,3,3,4,3,3,2,1600811661
2019-10-28 16:58:19,2019-10-28 17:06:10,0,94.214.103.19,100,470,1,2019-10-28 17:06:11,R_3pgraOFWsQTzJkW,,,,,51.193603515625,5.986297607421875,anonymous,EN,2,22,5,,4,4,2,7,2,4,2,4,3,2,99,99,99,99,99,99,99,99,99,2,99,99,2,3,3,2,4,3,4,4,5,3,5,5,5,5,4,5,4,3,5,4,1,2,1,1484771291
2019-10-28 17:07:30,2019-10-28 17:11:09,0,217.171.226.20,100,219,1,2019-10-28 17:11:11,R_3rOOZKQTYaSRXGz,,,,,51.2541961669921875,5.726898193359375,anonymous,EN,2,17,6,,6,7,4,7,1,7,5,4,1,1,99,99,99,7,1,7,5,99,99,2,9,1,4,4,4,4,4,1,6,1,8,8,5,6,4,6,4,7,4,4,7,7,1,1,1,1484784261
2019-10-28 16:36:25,2019-10-28 17:31:14,0,62.207.0.59,100,3289,1,2019-10-28 17:31:15,R_3fwyt4CTXBGyjzj,,,,,52.3845977783203125,4.917205810546875,anonymous,EN,2,12,6,,4,4,2,6,3,2,3,4,5,2,6,5,3,7,99,7,2,9,8,2,7,1,9,4,4,4,4,4,5,1,8,5,6,6,2,2,2,3,6,5,5,5,1,2,1,1484776503
2019-10-28 17:39:20,2019-10-28 17:44:39,0,77.172.126.123,100,318,1,2019-10-28 17:44:39,R_Op47aG23coqoxDb,,,,,52.200897216796875,5.968597412109375,anonymous,EN,2,15,7,,1,3,2,6,3,5,1,3,2,2,6,4,99,99,99,99,2,4,8,2,7,3,3,5,1,5,5,8,6,8,3,8,6,6,3,6,4,5,4,5,6,6,2,2,1,1607233712
2019-10-28 17:46:34,2019-10-28 17:52:39,0,84.80.163.5,100,364,1,2019-10-28 17:52:41,R_2qEpaDlAkm4WbF6,,,,,52.373504638671875,4.8950958251953125,anonymous,EN,2,71,7,,3,4,4,5,3,4,2,2,4,3,6,5,1,7,2,7,2,9,6,2,7,1,6,6,2,7,7,8,8,8,2,2,7,7,4,4,3,3,4,5,6,6,1,1,1,1547812991
2019-10-28 17:59:05,2019-10-28 18:03:48,0,77.171.145.182,100,283,1,2019-10-28 18:03:48,R_20ZEgdGX5ICHNeC,,,,,52.3531951904296875,4.898193359375,anonymous,EN,2,60,3,,4,4,1,7,5,4,1,7,4,1,99,99,99,5,1,6,99,99,99,2,7,1,6,4,4,4,4,6,6,8,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1519595055
2019-10-28 18:09:30,2019-10-28 18:15:27,0,77.168.44.130,100,356,1,2019-10-28 18:15:27,R_8updF9TpdKhkO4N,,,,,51.81390380859375,4.6685943603515625,anonymous,EN,2,21,7,,3,5,1,6,3,7,5,4,3,3,6,5,3,7,2,7,4,6,3,2,1,3,4,2,7,1,2,6,4,7,4,6,3,7,4,7,6,4,5,2,6,5,1,1,1,1652975621
2019-10-28 18:43:23,2019-10-28 18:48:53,0,86.91.145.221,100,329,1,2019-10-28 18:48:53,R_x3dBZA6GlN1048N,,,,,51.489501953125,3.6284027099609375,anonymous,EN,2,30,5,,5,5,4,6,5,6,5,5,4,2,4,5,99,7,1,7,99,99,1,2,7,3,5,2,4,2,5,3,4,3,3,3,3,3,3,2,1,2,5,5,5,4,2,2,1,1543001330
2019-10-28 19:02:54,2019-10-28 19:07:53,0,87.208.3.225,100,299,1,2019-10-28 19:07:54,R_sndGSddSuMPn45z,,,,,53.2252960205078125,6.581298828125,anonymous,EN,1,35,7,,5,3,3,7,1,2,3,7,7,5,6,8,3,7,2,7,2,9,6,2,7,3,10,7,2,6,6,8,7,6,8,2,7,7,3,7,7,7,7,7,7,7,1,1,1,1652352813
2019-10-28 19:17:55,2019-10-28 19:23:58,0,217.123.223.184,100,363,1,2019-10-28 19:24:00,R_exJKawu9Z3oyJwt,,,,,53.24749755859375,6.5890045166015625,anonymous,EN,2,35,5,,3,4,4,5,4,4,3,4,4,3,6,5,8,7,2,7,2,9,8,2,7,3,5,5,5,4,6,7,7,7,7,4,4,5,5,5,5,5,5,5,5,5,1,4,1,1448295331
2019-10-28 19:20:00,2019-10-28 19:24:17,0,217.121.200.126,100,257,1,2019-10-28 19:24:18,R_338uPuRQFWXcRQI,,,,,52.8896026611328125,4.74200439453125,anonymous,EN,2,31,3,,1,2,3,5,6,4,4,4,5,6,99,99,99,99,99,99,99,99,99,2,7,3,2,4,6,2,5,7,2,8,6,6,5,7,3,6,2,7,5,4,4,7,1,1,1,1411850626
2019-10-28 19:21:12,2019-10-28 19:26:55,0,84.85.216.78,100,343,1,2019-10-28 19:26:56,R_3kAHLVJ489JcEK6,,,,,52.0941925048828125,6.1551971435546875,anonymous,EN,1,34,5,,5,7,3,7,4,7,4,5,2,2,6,5,3,7,2,7,2,8,8,2,7,3,11,6,2,6,7,7,6,5,8,8,4,7,5,5,7,4,5,6,6,6,1,2,2,1470235692
2019-10-28 19:46:02,2019-10-28 19:49:37,0,77.251.174.72,100,214,1,2019-10-28 19:49:37,R_ssRtNRnG504cb0l,,,,,52.502197265625,4.95269775390625,anonymous,EN,2,38,6,,6,6,3,7,4,6,4,4,3,4,6,8,3,7,2,7,2,9,8,2,7,3,13,6,6,7,5,8,8,8,8,8,6,6,5,4,4,3,5,6,6,6,1,4,1,1484765133
2019-10-28 19:45:18,2019-10-28 19:58:15,0,95.96.223.152,100,776,1,2019-10-28 19:58:15,R_24NME7A2roG3TbP,,,,,52.135894775390625,6.2075958251953125,anonymous,EN,2,12,5,,2,4,4,5,5,4,2,3,4,3,6,5,1,7,99,99,2,9,8,2,7,1,4,5,6,4,4,3,4,2,2,5,5,6,4,6,2,3,1,3,6,6,4,5,1,1652898249
2019-10-28 19:42:30,2019-10-28 20:04:23,0,80.61.92.106,100,1312,1,2019-10-28 20:04:24,R_3EYhdVx7hDVv4fx,,,,,52.090606689453125,4.901092529296875,anonymous,EN,2,6,6,,4,3,4,5,2,3,4,5,4,4,6,99,99,7,2,7,99,99,99,2,7,3,5,6,5,4,4,6,3,1,8,8,5,4,3,4,2,3,3,4,5,5,2,4,1,1450458223
2019-10-28 19:54:39,2019-10-28 20:13:43,0,82.75.15.65,100,1144,1,2019-10-28 20:13:44,R_21B7sQl6t0kuhfU,,,,,52.4965972900390625,4.80999755859375,anonymous,EN,2,34,5,,3,7,1,7,2,7,3,1,1,1,6,5,8,7,2,99,99,99,99,2,7,3,3,2,3,1,2,6,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1484784088
2019-10-28 20:08:04,2019-10-28 20:14:14,0,145.53.217.21,100,370,1,2019-10-28 20:14:14,R_3Ja5sHqLDOXSj6g,,,,,52.474395751953125,4.802398681640625,anonymous,EN,1,42,4,,2,5,2,6,2,5,4,2,3,2,6,5,3,7,2,7,2,9,8,2,7,3,5,6,4,6,6,5,5,1,8,8,7,7,7,7,4,6,4,4,5,5,2,3,1,1484707139
2019-10-28 20:16:16,2019-10-28 20:18:08,0,217.166.247.155,100,111,1,2019-10-28 20:18:10,R_2Pna7ONZK6JuToR,,,,,51.995697021484375,5.3061981201171875,anonymous,EN,1,3,7,,7,5,6,5,4,5,6,4,5,5,99,99,99,99,99,99,99,99,99,99,99,99,4,7,4,5,6,7,6,6,5,8,5,6,7,4,5,6,6,5,6,3,7,5,1,1637457034
2019-10-28 20:19:18,2019-10-28 20:23:36,0,85.148.242.53,100,258,1,2019-10-28 20:23:38,R_2YlaZYwO4Ip14b5,,,,,51.885894775390625,4.50830078125,anonymous,EN,1,30,5,,4,4,3,3,3,4,5,5,4,6,4,8,6,7,1,7,7,99,99,2,7,2,8,5,6,5,6,8,6,6,4,4,5,5,5,6,6,5,5,4,5,6,6,5,1,1484749492
2019-10-28 20:17:45,2019-10-28 20:23:39,0,145.53.191.139,100,353,1,2019-10-28 20:23:39,R_vlanK7ASoobyv5f,,,,,51.824493408203125,4.88409423828125,anonymous,EN,2,30,5,,6,2,2,5,7,2,2,3,2,2,6,5,3,7,4,7,2,9,99,2,7,3,4,4,7,4,5,1,6,5,6,4,2,6,4,3,1,2,1,4,5,5,3,3,2,1484692306
2019-10-21 21:21:10,2019-10-21 21:25:43,0,85.148.84.114,20,273,0,2019-10-28 20:25:50,R_56LDcsL7ZaFcl9L,,,,,,,anonymous,EN,2,58,6,,3,7,7,6,2,2,2,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649533917
2019-10-28 20:41:17,2019-10-28 20:45:48,0,83.81.90.210,100,270,1,2019-10-28 20:45:48,R_2eXT7c52Q8oQxOm,,,,,52.4976043701171875,4.692596435546875,anonymous,EN,2,36,7,,5,4,3,6,4,4,4,4,2,4,99,99,99,99,99,99,99,99,99,2,3,3,2,3,4,3,2,8,5,8,7,8,4,5,4,5,4,4,4,4,5,5,2,2,1,1557135681
2019-10-28 21:06:08,2019-10-28 21:10:05,0,89.220.141.42,100,236,1,2019-10-28 21:10:05,R_6DbPguxvT2wWojT,,,,,50.9676055908203125,5.8235015869140625,anonymous,EN,2,30,3,,5,3,3,3,5,3,5,3,5,5,99,99,99,7,99,99,99,99,99,2,99,1,3,3,5,3,3,8,2,8,1,8,6,7,4,5,2,3,6,5,5,5,1,3,1,1586265877
2019-10-28 21:19:03,2019-10-28 21:30:11,0,92.109.123.64,100,668,1,2019-10-28 21:30:11,R_2thaf3A92u5oGnw,,,,,51.90460205078125,4.24609375,anonymous,EN,2,54,3,,5,3,3,6,5,3,2,5,2,2,6,8,3,7,2,7,2,9,8,2,7,3,13,5,3,4,6,8,7,8,8,8,7,7,5,5,6,3,4,5,7,7,2,4,1,1484765736
2019-10-28 21:17:00,2019-10-28 21:21:49,0,31.161.204.42,100,289,1,2019-10-28 21:35:07,R_3PTfUnVhDb1DWQQ,,,,,52.1186981201171875,5.099395751953125,anonymous,EN,1,4,5,,4,7,5,7,2,6,5,6,5,4,6,5,1,99,99,99,4,6,1,2,7,1,4,4,6,4,6,3,4,5,5,8,3,5,6,4,3,5,4,4,5,6,1,4,1,1653160004
2019-10-28 21:21:58,2019-10-28 21:25:51,0,31.161.204.42,100,232,1,2019-10-28 21:35:46,R_03tDWKHz141oHO9,,,,,52.355194091796875,4.87890625,anonymous,EN,1,4,5,,7,5,4,6,4,4,5,4,4,7,6,5,3,99,99,99,4,6,1,2,7,3,4,5,4,5,7,5,5,7,7,8,4,5,6,4,5,6,4,5,3,5,6,7,2,1653160004
2019-10-21 22:39:47,2019-10-21 22:40:03,0,178.85.86.24,13,15,0,2019-10-28 21:40:04,R_2WVHKlkDFhqHit9,,,,,,,anonymous,EN,2,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409943439
2019-10-28 21:21:40,2019-10-28 21:26:15,0,85.144.241.113,100,274,1,2019-10-28 21:41:22,R_2xwVgB7F3uuo6Ct,,,,,52.3733062744140625,5.2646026611328125,anonymous,EN,1,19,6,,4,4,4,6,3,5,1,4,4,3,99,99,99,7,2,7,2,9,8,2,7,3,10,6,7,6,6,1,1,1,8,8,7,7,6,4,4,1,5,5,7,6,1,4,1,1484758656
2019-10-28 21:48:03,2019-10-28 21:52:49,0,85.148.179.137,100,286,1,2019-10-28 21:52:50,R_2b14y6XK6Rz8oCF,,,,,52.3596038818359375,6.65679931640625,anonymous,EN,2,34,4,,5,3,1,7,4,5,5,5,3,4,6,5,99,7,2,7,2,99,1,2,7,3,3,5,3,4,4,1,4,8,4,4,3,5,4,4,5,3,5,4,5,5,2,2,1,1484757941
2019-10-28 22:00:53,2019-10-28 22:04:25,0,31.20.185.124,100,211,1,2019-10-28 22:04:26,R_2R8nPYCirUlmNn9,,,,,52.3939056396484375,4.9546966552734375,anonymous,EN,2,9,6,,3,6,3,5,3,5,4,3,3,3,99,99,99,99,99,99,99,99,99,2,9,3,2,1,2,1,1,4,5,5,2,5,2,2,1,2,2,5,3,2,1,5,2,2,1,1649273555
2019-10-28 22:12:07,2019-10-28 22:17:04,0,84.81.142.172,100,297,1,2019-10-28 22:17:08,R_2Yn7Ht9uwNpYO7w,,,,,52.018096923828125,5.54119873046875,anonymous,EN,2,6,4,,4,3,2,5,4,3,4,4,5,5,6,5,3,7,99,8,99,99,99,2,99,1,2,2,5,2,4,1,3,1,4,6,4,3,1,5,5,5,3,3,5,5,1,3,1,1484741117
2019-10-28 22:20:16,2019-10-28 22:25:22,0,85.147.240.84,100,305,1,2019-10-28 22:25:22,R_3O66wlamIW9rORc,,,,,50.983306884765625,5.8195037841796875,anonymous,EN,2,9,6,,4,5,5,6,4,3,2,5,4,4,99,99,99,99,99,99,2,4,99,2,7,3,5,5,4,5,5,5,4,6,8,8,5,6,5,6,4,5,5,4,5,5,3,5,2,1484751484
2019-10-21 23:26:39,2019-10-21 23:26:42,0,87.213.20.100,3,3,0,2019-10-28 22:26:43,R_10JgELRFKbkter1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484757394
2019-10-28 22:31:55,2019-10-28 22:38:53,0,86.91.111.20,100,417,1,2019-10-28 22:38:53,R_9QUVxB7qBtgXo0V,,,,,51.932403564453125,4.3701934814453125,anonymous,EN,1,21,6,,3,4,4,4,5,5,5,4,4,3,4,99,99,7,2,1,2,4,5,2,3,3,3,4,5,5,4,5,6,6,5,6,4,5,5,4,4,4,5,4,4,5,5,4,2,1652350324
2019-10-28 22:33:36,2019-10-28 22:42:12,0,94.212.9.185,100,515,1,2019-10-28 22:42:12,R_Z4gz8mKihtQCmGJ,,,,,52.993896484375,6.949493408203125,anonymous,EN,1,43,6,,1,1,7,1,7,7,7,1,7,7,6,5,1,7,1,7,2,7,8,2,7,1,12,7,2,1,6,8,8,8,1,8,7,7,7,5,7,2,7,4,7,7,1,1,1,1590262376
2019-10-28 23:03:35,2019-10-28 23:10:04,0,77.251.116.235,100,389,1,2019-10-28 23:10:06,R_31isZA5ToMod4Lo,,,,,51.953704833984375,5.8430023193359375,anonymous,EN,1,41,4,,1,3,3,6,4,4,1,1,3,1,6,5,3,7,2,7,2,9,8,2,7,3,11,5,3,4,6,7,5,1,8,8,6,6,7,2,4,1,6,5,7,5,1,3,1,1484773265
2019-10-28 23:08:14,2019-10-28 23:11:24,0,178.85.11.32,100,190,1,2019-10-28 23:11:24,R_NVXiGxzVISr3bVf,,,,,52.6320953369140625,4.7245941162109375,anonymous,EN,1,4,4,,5,5,6,4,6,6,4,5,4,5,5,5,1,1,99,7,7,5,1,2,7,3,6,5,4,5,4,4,6,5,4,6,5,5,5,5,5,6,6,6,7,7,2,3,2,1653349261
2019-10-28 23:02:37,2019-10-28 23:11:40,0,77.173.231.162,100,543,1,2019-10-28 23:11:40,R_23gacs8XBH9MdwW,,,,,51.619293212890625,5.5446929931640625,anonymous,EN,1,45,2,,4,4,1,6,1,3,1,4,4,1,99,99,99,7,99,99,99,99,99,2,99,99,4,4,5,3,3,6,5,2,2,6,5,6,6,5,2,3,6,5,3,3,1,2,1,1634406494
2019-10-28 23:43:42,2019-10-28 23:46:55,0,92.110.201.81,100,192,1,2019-10-28 23:46:55,R_PZJO74O2FbN6Zfb,,,,,51.94830322265625,5.977203369140625,anonymous,EN,1,15,6,,7,7,7,7,7,7,6,6,6,7,6,8,3,7,2,7,2,4,6,2,7,3,8,6,5,5,5,8,6,6,6,6,5,5,5,5,5,6,5,5,5,5,6,5,1,1569487323
